"","malibu.750ml.unit.cume","malibu.1.75l.unit.cume","rh.1.75l.unit.cume","rh.750ml.unit.cume","store.id","store.id.old","chain","cluster","wine.sq.footage","state","market","iri.week.ending","week.ending","malibu.coconut.rum.1.75l.sales.units.cy","malibu.coconut.rum.1.75l.sales.dollars.cy","malibu.coconut.rum.1.75l.price","malibu.coconut.rum.750ml.sales.units.cy","malibu.coconut.rum.750ml.sales.dollars.cy","malibu.coconut.rum.750ml.price","rum.haven.coconut.rum.1.75l.sales.units.cy","rum.haven.coconut.rum.1.75l.sales.dollars.cy","rum.haven.coconut.rum.1.75l.price","rum.haven.coconut.rum.750ml.sales.units.cy","rum.haven.coconut.rum.750ml.sales.dollars.cy","rum.haven.coconut.rum.750ml.price"
"2519",11,6,0,1,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","1/3/2016","1/2/2016",0,0,NA,4,"51.96",12.99,0,0,NA,1,13.99,13.99
"2520",12,7,0,1,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","1/10/2016","1/9/2016",1,21.99,21.99,1,"12.99",12.99,0,0,NA,0,0,NA
"2521",13,7,0,1,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","1/17/2016","1/16/2016",0,0,NA,1,"12.99",12.99,0,0,NA,0,0,NA
"2522",14,7,0,1,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","1/24/2016","1/23/2016",0,0,NA,1,"12.99",12.99,0,0,NA,0,0,NA
"2523",16,8,0,4,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","1/31/2016","1/30/2016",1,21.99,21.99,2,"25.98",12.99,0,0,NA,3,38.97,12.99
"2524",16,8,0,4,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","2/7/2016","2/6/2016",0,0,NA,0,"0",NA,0,0,NA,0,0,NA
"2525",17,8,0,4,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","2/21/2016","2/20/2016",0,0,NA,1,"12.99",12.99,0,0,NA,0,0,NA
"2526",19,8,0,4,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","2/28/2016","2/27/2016",0,0,NA,2,"25.98",12.99,0,0,NA,0,0,NA
"2527",21,8,0,4,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","3/6/2016","3/5/2016",0,0,NA,2,"25.98",12.99,0,0,NA,0,0,NA
"2528",23,9,0,4,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","3/13/2016","3/12/2016",1,21.99,21.99,2,"25.98",12.99,0,0,NA,0,0,NA
"2529",28,9,0,6,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","3/20/2016","3/19/2016",0,0,NA,5,"64.95",12.99,0,0,NA,2,25.98,12.99
"2530",29,9,0,6,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","3/27/2016","3/26/2016",0,0,NA,1,"12.99",12.99,0,0,NA,0,0,NA
"2531",31,10,0,6,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","4/3/2016","4/2/2016",1,21.99,21.99,2,"25.98",12.99,0,0,NA,0,0,NA
"2532",32,10,1,6,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","4/10/2016","4/9/2016",0,0,NA,1,"19.99",19.99,1,20.99,20.99,0,0,NA
"2533",32,13,1,7,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","4/17/2016","4/16/2016",3,59.97,19.99,0,"0",NA,0,0,NA,1,12.99,12.99
"2534",35,13,1,8,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","4/24/2016","4/23/2016",0,0,NA,3,"35.97",11.99,0,0,NA,1,12.99,12.99
"2535",40,14,1,9,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","5/1/2016","4/30/2016",1,19.99,19.99,5,"59.95",11.99,0,0,NA,1,12.99,12.99
"2536",41,14,1,9,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","5/8/2016","5/7/2016",0,0,NA,1,"11.99",11.99,0,0,NA,0,0,NA
"2537",45,15,1,9,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","5/15/2016","5/14/2016",1,19.99,19.99,4,"47.96",11.99,0,0,NA,0,0,NA
"2538",47,16,1,12,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","5/22/2016","5/21/2016",1,19.99,19.99,2,"23.98",11.99,0,0,NA,3,38.97,12.99
"2539",50,20,1,16,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","5/29/2016","5/28/2016",4,79.96,19.99,3,"35.97",11.99,0,0,NA,4,51.96,12.99
"2540",53,23,1,16,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","6/5/2016","6/4/2016",3,59.97,19.99,3,"35.97",11.99,0,0,NA,0,0,NA
"2541",56,24,2,17,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","6/12/2016","6/11/2016",1,19.99,19.99,3,"35.97",11.99,1,20.99,20.99,1,12.99,12.99
"2542",65,25,2,17,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","6/19/2016","6/18/2016",1,19.99,19.99,9,"107.91",11.99,0,0,NA,0,0,NA
"2543",69,28,4,17,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","6/26/2016","6/25/2016",3,59.97,19.99,4,"47.96",11.99,2,41.98,20.99,0,0,NA
"2544",76,36,5,17,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","7/3/2016","7/2/2016",8,159.92,19.99,7,"83.93",11.99,1,20.99,20.99,0,0,NA
"2545",83,39,6,17,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","7/10/2016","7/9/2016",3,59.97,19.99,7,"83.93",11.99,1,20.99,20.99,0,0,NA
"2546",88,42,6,17,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","7/17/2016","7/16/2016",3,59.97,19.99,5,"59.95",11.99,0,0,NA,0,0,NA
"2547",93,45,6,18,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","7/24/2016","7/23/2016",3,59.97,19.99,5,"59.95",11.99,0,0,NA,1,12.99,12.99
"2548",95,46,7,18,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","7/31/2016","7/30/2016",1,19.99,19.99,2,"23.98",11.99,1,20.99,20.99,0,0,NA
"2549",95,49,9,20,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","8/7/2016","8/6/2016",3,59.97,19.99,0,"0",NA,2,41.98,20.99,2,25.98,12.99
"2550",96,53,9,21,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","8/14/2016","8/13/2016",4,79.96,19.99,1,"11.99",11.99,0,0,NA,1,12.99,12.99
"2551",96,54,9,24,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","8/21/2016","8/20/2016",1,19.99,19.99,0,"0",NA,0,0,NA,3,38.97,12.99
"2552",99,57,9,25,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","8/28/2016","8/27/2016",3,59.97,19.99,3,"35.97",11.99,0,0,NA,1,12.99,12.99
"2553",102,59,9,25,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","9/4/2016","9/3/2016",2,39.98,19.99,3,"35.97",11.99,0,0,NA,0,0,NA
"2554",103,60,9,26,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","9/11/2016","9/10/2016",1,21.99,21.99,1,"13.99",13.99,0,0,NA,1,12.99,12.99
"2555",104,60,9,26,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","9/18/2016","9/17/2016",0,0,NA,1,"13.99",13.99,0,0,NA,0,0,NA
"2556",106,61,9,26,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","9/25/2016","9/24/2016",1,21.99,21.99,2,"27.98",13.99,0,0,NA,0,0,NA
"2557",108,62,9,26,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","10/2/2016","10/1/2016",1,21.99,21.99,2,"27.98",13.99,0,0,NA,0,0,NA
"2558",108,62,9,26,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","10/9/2016","10/8/2016",0,0,NA,0,"0",NA,0,0,NA,0,0,NA
"2559",109,63,9,26,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","10/16/2016","10/15/2016",1,21.99,21.99,1,"13.99",13.99,0,0,NA,0,0,NA
"2560",110,65,9,26,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","10/23/2016","10/22/2016",2,43.98,21.99,1,"13.99",13.99,0,0,NA,0,0,NA
"2561",113,65,9,26,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","10/30/2016","10/29/2016",0,0,NA,3,"41.97",13.99,0,0,NA,0,0,NA
"2562",115,68,9,26,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","11/6/2016","11/5/2016",3,65.97,21.99,2,"27.98",13.99,0,0,NA,0,0,NA
"2563",118,69,9,26,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","11/13/2016","11/12/2016",1,21.99,21.99,3,"41.97",13.99,0,0,NA,0,0,NA
"2564",118,71,9,26,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","11/20/2016","11/19/2016",2,43.98,21.99,0,"0",NA,0,0,NA,0,0,NA
"2565",120,71,9,26,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","11/27/2016","11/26/2016",0,0,NA,2,"27.98",13.99,0,0,NA,0,0,NA
"2566",120,75,9,26,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","12/4/2016","12/3/2016",4,87.96,21.99,0,"0",NA,0,0,NA,0,0,NA
"2567",121,78,9,27,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","12/11/2016","12/10/2016",3,65.97,21.99,1,"13.99",13.99,0,0,NA,1,12.99,12.99
"2568",1,0,1,0,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","12/20/2015","12/19/2015",0,0,NA,1,"12.99",12.99,1,22.99,22.99,0,0,NA
"2569",8,2,1,0,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","12/27/2015","12/26/2015",2,43.98,21.99,7,"90.93",12.99,0,0,NA,0,0,NA
"2570",15,8,1,0,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","1/3/2016","1/2/2016",6,131.94,21.99,7,"90.93",12.99,0,0,NA,0,0,NA
"2571",18,8,1,0,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","1/10/2016","1/9/2016",0,0,NA,3,"38.97",12.99,0,0,NA,0,0,NA
"2572",19,8,1,0,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","1/17/2016","1/16/2016",0,0,NA,1,"12.99",12.99,0,0,NA,0,0,NA
"2573",21,8,2,0,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","1/24/2016","1/23/2016",0,0,NA,2,"25.98",12.99,1,20.99,20.99,0,0,NA
"2574",21,8,2,1,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","1/31/2016","1/30/2016",0,0,NA,0,"0",NA,0,0,NA,1,12.99,12.99
"2575",22,8,2,1,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","2/7/2016","2/6/2016",0,0,NA,1,"12.99",12.99,0,0,NA,0,0,NA
"2576",22,8,2,1,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","2/14/2016","2/13/2016",0,0,NA,0,"0",NA,0,0,NA,0,0,NA
"2577",24,8,3,1,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","2/21/2016","2/20/2016",0,0,NA,2,"25.98",12.99,1,20.99,20.99,0,0,NA
"2578",26,8,3,1,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","2/28/2016","2/27/2016",0,0,NA,2,"25.98",12.99,0,0,NA,0,0,NA
"2579",28,10,4,2,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","3/6/2016","3/5/2016",2,43.98,21.99,2,"25.98",12.99,1,20.99,20.99,1,12.99,12.99
"2580",30,11,4,4,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","3/13/2016","3/12/2016",1,21.99,21.99,2,"25.98",12.99,0,0,NA,2,25.98,12.99
"2581",32,11,4,4,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","3/20/2016","3/19/2016",0,0,NA,2,"25.98",12.99,0,0,NA,0,0,NA
"2582",34,12,4,4,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","3/27/2016","3/26/2016",1,21.99,21.99,2,"25.98",12.99,0,0,NA,0,0,NA
"2583",35,12,6,5,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","4/3/2016","4/2/2016",0,0,NA,1,"12.99",12.99,2,41.98,20.99,1,12.99,12.99
"2584",37,12,6,5,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","4/10/2016","4/9/2016",0,0,NA,2,"32.98",16.49,0,0,NA,0,0,NA
"2585",39,13,6,6,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","4/17/2016","4/16/2016",1,19.99,19.99,2,"23.98",11.99,0,0,NA,1,12.99,12.99
"2586",42,14,8,7,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","4/24/2016","4/23/2016",1,19.99,19.99,3,"35.97",11.99,2,37.8,18.9,1,12.99,12.99
"2587",43,14,8,7,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","5/1/2016","4/30/2016",0,0,NA,1,"11.99",11.99,0,0,NA,0,0,NA
"2588",46,18,8,8,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","5/8/2016","5/7/2016",4,79.96,19.99,3,"35.97",11.99,0,0,NA,1,12.99,12.99
"2589",47,18,8,8,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","5/15/2016","5/14/2016",0,0,NA,1,"11.99",11.99,0,0,NA,0,0,NA
"2590",48,18,8,8,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","5/22/2016","5/21/2016",0,0,NA,1,"11.99",11.99,0,0,NA,0,0,NA
"2591",53,20,8,8,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","5/29/2016","5/28/2016",2,39.98,19.99,5,"59.95",11.99,0,0,NA,0,0,NA
"2592",59,24,8,8,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","6/5/2016","6/4/2016",4,79.96,19.99,6,"71.94",11.99,0,0,NA,0,0,NA
"2593",61,26,8,8,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","6/12/2016","6/11/2016",2,39.98,19.99,2,"23.98",11.99,0,0,NA,0,0,NA
"2594",63,28,8,8,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","6/19/2016","6/18/2016",2,39.98,19.99,2,"23.98",11.99,0,0,NA,0,0,NA
"2595",68,28,8,8,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","6/26/2016","6/25/2016",0,0,NA,5,"59.95",11.99,0,0,NA,0,0,NA
"2596",73,30,8,8,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","7/3/2016","7/2/2016",2,39.98,19.99,5,"59.95",11.99,0,0,NA,0,0,NA
"2597",80,31,8,8,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","7/10/2016","7/9/2016",1,19.99,19.99,7,"83.93",11.99,0,0,NA,0,0,NA
"2598",82,32,8,8,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","7/17/2016","7/16/2016",1,19.99,19.99,2,"23.98",11.99,0,0,NA,0,0,NA
"2599",85,34,8,8,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","7/24/2016","7/23/2016",2,39.98,19.99,3,"35.97",11.99,0,0,NA,0,0,NA
"2600",89,37,8,8,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","7/31/2016","7/30/2016",3,59.97,19.99,4,"47.96",11.99,0,0,NA,0,0,NA
"2601",91,38,8,8,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","8/7/2016","8/6/2016",1,19.99,19.99,2,"23.98",11.99,0,0,NA,0,0,NA
"2602",95,38,8,9,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","8/14/2016","8/13/2016",0,0,NA,4,"47.96",11.99,0,0,NA,1,12.99,12.99
"2603",98,40,8,9,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","8/21/2016","8/20/2016",2,39.98,19.99,3,"35.97",11.99,0,0,NA,0,0,NA
"2604",101,42,8,9,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","8/28/2016","8/27/2016",2,39.98,19.99,3,"35.97",11.99,0,0,NA,0,0,NA
"2605",102,43,8,9,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","9/4/2016","9/3/2016",1,19.99,19.99,1,"11.99",11.99,0,0,NA,0,0,NA
"2606",104,44,8,9,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","9/11/2016","9/10/2016",1,21.99,21.99,2,"27.98",13.99,0,0,NA,0,0,NA
"2607",106,45,8,10,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","9/18/2016","9/17/2016",1,21.99,21.99,2,"27.98",13.99,0,0,NA,1,12.99,12.99
"2608",106,46,8,10,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","9/25/2016","9/24/2016",1,21.99,21.99,0,"0",NA,0,0,NA,0,0,NA
"2609",107,46,8,10,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","10/2/2016","10/1/2016",0,0,NA,1,"13.99",13.99,0,0,NA,0,0,NA
"2610",109,46,8,12,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","10/9/2016","10/8/2016",0,0,NA,2,"27.98",13.99,0,0,NA,2,25.98,12.99
"2611",111,46,8,14,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","10/16/2016","10/15/2016",0,0,NA,2,"27.98",13.99,0,0,NA,2,25.98,12.99
"2612",115,46,8,14,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","10/23/2016","10/22/2016",0,0,NA,4,"55.96",13.99,0,0,NA,0,0,NA
"2613",117,47,8,16,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","10/30/2016","10/29/2016",1,21.99,21.99,2,"27.98",13.99,0,0,NA,2,25.98,12.99
"2614",121,47,8,18,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","11/6/2016","11/5/2016",0,0,NA,4,"55.96",13.99,0,0,NA,2,25.98,12.99
"2615",122,49,8,18,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","11/13/2016","11/12/2016",2,43.98,21.99,1,"13.99",13.99,0,0,NA,0,0,NA
"2616",124,49,8,20,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","11/20/2016","11/19/2016",0,0,NA,2,"27.98",13.99,0,0,NA,2,25.98,12.99
"2617",127,49,8,22,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","11/27/2016","11/26/2016",0,0,NA,3,"41.97",13.99,0,0,NA,2,25.98,12.99
"2618",128,50,8,23,"4056G",4056,"GiantEagle","C",516,"OH","YOUNGSTOWN","12/11/2016","12/10/2016",1,21.99,21.99,1,"13.99",13.99,0,0,NA,1,12.99,12.99
"2619",1,6,1,3,"4060G",4060,"GiantEagle","AA",0,"OH","AKRON-CANTON","12/20/2015","12/19/2015",6,131.94,21.99,1,"12.99",12.99,1,22.99,22.99,3,41.97,13.99
"2620",2,10,1,4,"4060G",4060,"GiantEagle","AA",0,"OH","AKRON-CANTON","12/27/2015","12/26/2015",4,87.96,21.99,1,"12.99",12.99,0,0,NA,1,13.99,13.99
"2621",11,12,1,5,"4060G",4060,"GiantEagle","AA",0,"OH","AKRON-CANTON","1/3/2016","1/2/2016",2,43.98,21.99,9,"116.91",12.99,0,0,NA,1,13.99,13.99
"2622",13,16,1,5,"4060G",4060,"GiantEagle","AA",0,"OH","AKRON-CANTON","1/10/2016","1/9/2016",4,87.96,21.99,2,"25.98",12.99,0,0,NA,0,0,NA
"2623",14,16,2,5,"4060G",4060,"GiantEagle","AA",0,"OH","AKRON-CANTON","1/17/2016","1/16/2016",0,0,NA,1,"12.99",12.99,1,20.99,20.99,0,0,NA
"2624",16,19,2,5,"4060G",4060,"GiantEagle","AA",0,"OH","AKRON-CANTON","1/24/2016","1/23/2016",3,65.97,21.99,2,"25.98",12.99,0,0,NA,0,0,NA
"2625",16,21,2,5,"4060G",4060,"GiantEagle","AA",0,"OH","AKRON-CANTON","1/31/2016","1/30/2016",2,43.98,21.99,0,"0",NA,0,0,NA,0,0,NA
"2626",18,22,2,5,"4060G",4060,"GiantEagle","AA",0,"OH","AKRON-CANTON","2/7/2016","2/6/2016",1,26.99,26.99,2,"25.98",12.99,0,0,NA,0,0,NA
"2627",20,22,2,5,"4060G",4060,"GiantEagle","AA",0,"OH","AKRON-CANTON","2/14/2016","2/13/2016",0,0,NA,2,"25.98",12.99,0,0,NA,0,0,NA
"2628",20,22,2,6,"4060G",4060,"GiantEagle","AA",0,"OH","AKRON-CANTON","2/21/2016","2/20/2016",0,0,NA,0,"0",NA,0,0,NA,1,12.99,12.99
"2629",25,24,2,6,"4060G",4060,"GiantEagle","AA",0,"OH","AKRON-CANTON","2/28/2016","2/27/2016",2,53.98,26.99,5,"64.95",12.99,0,0,NA,0,0,NA
"2630",26,27,2,6,"4060G",4060,"GiantEagle","AA",0,"OH","AKRON-CANTON","3/6/2016","3/5/2016",3,65.97,21.99,1,"12.99",12.99,0,0,NA,0,0,NA
"2631",28,28,3,6,"4060G",4060,"GiantEagle","AA",0,"OH","AKRON-CANTON","3/13/2016","3/12/2016",1,21.99,21.99,2,"25.98",12.99,1,20.99,20.99,0,0,NA
"2632",30,31,3,6,"4060G",4060,"GiantEagle","AA",0,"OH","AKRON-CANTON","3/20/2016","3/19/2016",3,65.97,21.99,2,"25.98",12.99,0,0,NA,0,0,NA
"2633",33,32,3,6,"4060G",4060,"GiantEagle","AA",0,"OH","AKRON-CANTON","3/27/2016","3/26/2016",1,21.99,21.99,3,"38.97",12.99,0,0,NA,0,0,NA
"2634",38,34,3,7,"4060G",4060,"GiantEagle","AA",0,"OH","AKRON-CANTON","4/3/2016","4/2/2016",2,43.98,21.99,5,"64.95",12.99,0,0,NA,1,12.99,12.99
"2635",39,36,4,9,"4060G",4060,"GiantEagle","AA",0,"OH","AKRON-CANTON","4/10/2016","4/9/2016",2,51.98,25.99,1,"19.99",19.99,1,20.99,20.99,2,25.98,12.99
"2636",40,36,4,9,"4060G",4060,"GiantEagle","AA",0,"OH","AKRON-CANTON","4/17/2016","4/16/2016",0,0,NA,1,"11.99",11.99,0,0,NA,0,0,NA
"2637",42,37,4,9,"4060G",4060,"GiantEagle","AA",0,"OH","AKRON-CANTON","4/24/2016","4/23/2016",1,19.99,19.99,2,"23.98",11.99,0,0,NA,0,0,NA
"2638",46,37,5,10,"4060G",4060,"GiantEagle","AA",0,"OH","AKRON-CANTON","5/1/2016","4/30/2016",0,0,NA,4,"47.96",11.99,1,20.99,20.99,1,12.99,12.99
"2639",47,39,5,10,"4060G",4060,"GiantEagle","AA",0,"OH","AKRON-CANTON","5/8/2016","5/7/2016",2,39.98,19.99,1,"11.99",11.99,0,0,NA,0,0,NA
"2640",52,46,5,10,"4060G",4060,"GiantEagle","AA",0,"OH","AKRON-CANTON","5/15/2016","5/14/2016",7,139.93,19.99,5,"59.95",11.99,0,0,NA,0,0,NA
"2641",53,46,6,10,"4060G",4060,"GiantEagle","AA",0,"OH","AKRON-CANTON","5/22/2016","5/21/2016",0,0,NA,1,"11.99",11.99,1,20.99,20.99,0,0,NA
"2642",56,48,6,11,"4060G",4060,"GiantEagle","AA",0,"OH","AKRON-CANTON","5/29/2016","5/28/2016",2,39.98,19.99,3,"35.97",11.99,0,0,NA,1,12.99,12.99
"2643",62,51,6,11,"4060G",4060,"GiantEagle","AA",0,"OH","AKRON-CANTON","6/5/2016","6/4/2016",3,59.97,19.99,6,"71.94",11.99,0,0,NA,0,0,NA
"2644",66,56,6,12,"4060G",4060,"GiantEagle","AA",0,"OH","AKRON-CANTON","6/12/2016","6/11/2016",5,99.95,19.99,4,"47.96",11.99,0,0,NA,1,12.99,12.99
"2645",67,58,6,12,"4060G",4060,"GiantEagle","AA",0,"OH","AKRON-CANTON","6/19/2016","6/18/2016",2,39.98,19.99,1,"11.99",11.99,0,0,NA,0,0,NA
"2646",68,61,6,13,"4060G",4060,"GiantEagle","AA",0,"OH","AKRON-CANTON","6/26/2016","6/25/2016",3,59.97,19.99,1,"11.99",11.99,0,0,NA,1,12.99,12.99
"2647",72,64,7,14,"4060G",4060,"GiantEagle","AA",0,"OH","AKRON-CANTON","7/3/2016","7/2/2016",3,59.97,19.99,4,"47.96",11.99,1,20.99,20.99,1,12.99,12.99
"2648",77,68,7,14,"4060G",4060,"GiantEagle","AA",0,"OH","AKRON-CANTON","7/10/2016","7/9/2016",4,79.96,19.99,5,"59.95",11.99,0,0,NA,0,0,NA
"2649",84,68,7,14,"4060G",4060,"GiantEagle","AA",0,"OH","AKRON-CANTON","7/17/2016","7/16/2016",0,0,NA,7,"83.93",11.99,0,0,NA,0,0,NA
"2650",89,69,7,16,"4060G",4060,"GiantEagle","AA",0,"OH","AKRON-CANTON","7/24/2016","7/23/2016",1,19.99,19.99,5,"59.95",11.99,0,0,NA,2,25.98,12.99
"2651",93,79,8,17,"4060G",4060,"GiantEagle","AA",0,"OH","AKRON-CANTON","7/31/2016","7/30/2016",10,199.9,19.99,4,"47.96",11.99,1,20.99,20.99,1,12.99,12.99
"2652",97,86,8,17,"4060G",4060,"GiantEagle","AA",0,"OH","AKRON-CANTON","8/7/2016","8/6/2016",7,139.93,19.99,4,"47.96",11.99,0,0,NA,0,0,NA
"2653",99,89,9,17,"4060G",4060,"GiantEagle","AA",0,"OH","AKRON-CANTON","8/14/2016","8/13/2016",3,59.97,19.99,2,"23.98",11.99,1,20.99,20.99,0,0,NA
"2654",102,91,9,17,"4060G",4060,"GiantEagle","AA",0,"OH","AKRON-CANTON","8/21/2016","8/20/2016",2,39.98,19.99,3,"35.97",11.99,0,0,NA,0,0,NA
"2655",103,92,9,19,"4060G",4060,"GiantEagle","AA",0,"OH","AKRON-CANTON","8/28/2016","8/27/2016",1,19.99,19.99,1,"11.99",11.99,0,0,NA,2,25.98,12.99
"2656",107,93,9,19,"4060G",4060,"GiantEagle","AA",0,"OH","AKRON-CANTON","9/4/2016","9/3/2016",1,19.99,19.99,4,"47.96",11.99,0,0,NA,0,0,NA
"2657",111,95,10,20,"4060G",4060,"GiantEagle","AA",0,"OH","AKRON-CANTON","9/11/2016","9/10/2016",2,43.98,21.99,4,"49.96",12.49,1,20.99,20.99,1,12.99,12.99
"2658",111,95,11,20,"4060G",4060,"GiantEagle","AA",0,"OH","AKRON-CANTON","9/18/2016","9/17/2016",0,0,NA,0,"0",NA,1,20.99,20.99,0,0,NA
"2659",112,96,11,20,"4060G",4060,"GiantEagle","AA",0,"OH","AKRON-CANTON","9/25/2016","9/24/2016",1,21.99,21.99,1,"13.99",13.99,0,0,NA,0,0,NA
