"","malibu.750ml.unit.cume","malibu.1.75l.unit.cume","rh.1.75l.unit.cume","rh.750ml.unit.cume","store.id","store.id.old","chain","cluster","wine.sq.footage","state","market","iri.week.ending","week.ending","malibu.coconut.rum.1.75l.sales.units.cy","malibu.coconut.rum.1.75l.sales.dollars.cy","malibu.coconut.rum.1.75l.price","malibu.coconut.rum.750ml.sales.units.cy","malibu.coconut.rum.750ml.sales.dollars.cy","malibu.coconut.rum.750ml.price","rum.haven.coconut.rum.1.75l.sales.units.cy","rum.haven.coconut.rum.1.75l.sales.dollars.cy","rum.haven.coconut.rum.1.75l.price","rum.haven.coconut.rum.750ml.sales.units.cy","rum.haven.coconut.rum.750ml.sales.dollars.cy","rum.haven.coconut.rum.750ml.price"
"2377",21,7,3,17,"4032G",4032,"GiantEagle","AAA",0,"OH","AKRON-CANTON","3/6/2016","3/5/2016",0,0,NA,0,"0",NA,1,20.99,20.99,1,12.99,12.99
"2378",22,7,5,18,"4032G",4032,"GiantEagle","AAA",0,"OH","AKRON-CANTON","3/13/2016","3/12/2016",0,0,NA,1,"12.99",12.99,2,41.98,20.99,1,12.99,12.99
"2379",24,7,6,18,"4032G",4032,"GiantEagle","AAA",0,"OH","AKRON-CANTON","3/20/2016","3/19/2016",0,0,NA,2,"25.98",12.99,1,20.99,20.99,0,0,NA
"2380",24,7,7,20,"4032G",4032,"GiantEagle","AAA",0,"OH","AKRON-CANTON","3/27/2016","3/26/2016",0,0,NA,0,"",NA,1,20.99,20.99,2,25.98,12.99
"2381",27,7,7,21,"4032G",4032,"GiantEagle","AAA",0,"OH","AKRON-CANTON","4/3/2016","4/2/2016",0,0,NA,3,"38.97",12.99,0,0,NA,1,12.99,12.99
"2382",27,7,8,22,"4032G",4032,"GiantEagle","AAA",0,"OH","AKRON-CANTON","4/10/2016","4/9/2016",0,0,NA,0,"0",NA,1,20.99,20.99,1,12.99,12.99
"2383",29,7,8,23,"4032G",4032,"GiantEagle","AAA",0,"OH","AKRON-CANTON","4/17/2016","4/16/2016",0,0,NA,2,"23.98",11.99,0,0,NA,1,12.99,12.99
"2384",33,11,8,25,"4032G",4032,"GiantEagle","AAA",0,"OH","AKRON-CANTON","4/24/2016","4/23/2016",4,79.96,19.99,4,"47.96",11.99,0,0,NA,2,25.98,12.99
"2385",37,12,8,28,"4032G",4032,"GiantEagle","AAA",0,"OH","AKRON-CANTON","5/1/2016","4/30/2016",1,19.99,19.99,4,"47.96",11.99,0,0,NA,3,38.97,12.99
"2386",38,14,8,31,"4032G",4032,"GiantEagle","AAA",0,"OH","AKRON-CANTON","5/8/2016","5/7/2016",2,39.98,19.99,1,"11.99",11.99,0,0,NA,3,38.97,12.99
"2387",38,16,9,32,"4032G",4032,"GiantEagle","AAA",0,"OH","AKRON-CANTON","5/15/2016","5/14/2016",2,39.98,19.99,0,"0",NA,1,20.99,20.99,1,12.99,12.99
"2388",41,17,9,33,"4032G",4032,"GiantEagle","AAA",0,"OH","AKRON-CANTON","5/22/2016","5/21/2016",1,19.99,19.99,3,"35.97",11.99,0,0,NA,1,12.99,12.99
"2389",46,20,11,34,"4032G",4032,"GiantEagle","AAA",0,"OH","AKRON-CANTON","5/29/2016","5/28/2016",3,59.97,19.99,5,"59.95",11.99,2,41.98,20.99,1,12.99,12.99
"2390",50,25,11,36,"4032G",4032,"GiantEagle","AAA",0,"OH","AKRON-CANTON","6/5/2016","6/4/2016",5,99.95,19.99,4,"47.96",11.99,0,0,NA,2,25.98,12.99
"2391",55,26,11,37,"4032G",4032,"GiantEagle","AAA",0,"OH","AKRON-CANTON","6/12/2016","6/11/2016",1,19.99,19.99,5,"59.95",11.99,0,0,NA,1,12.99,12.99
"2392",57,26,11,38,"4032G",4032,"GiantEagle","AAA",0,"OH","AKRON-CANTON","6/19/2016","6/18/2016",0,0,NA,2,"23.98",11.99,0,0,NA,1,12.99,12.99
"2393",62,28,11,40,"4032G",4032,"GiantEagle","AAA",0,"OH","AKRON-CANTON","6/26/2016","6/25/2016",2,39.98,19.99,5,"59.95",11.99,0,0,NA,2,25.98,12.99
"2394",68,32,11,42,"4032G",4032,"GiantEagle","AAA",0,"OH","AKRON-CANTON","7/3/2016","7/2/2016",4,79.96,19.99,6,"71.94",11.99,0,0,NA,2,25.98,12.99
"2395",74,40,12,43,"4032G",4032,"GiantEagle","AAA",0,"OH","AKRON-CANTON","7/10/2016","7/9/2016",8,159.92,19.99,6,"71.94",11.99,1,20.99,20.99,1,12.99,12.99
"2396",74,41,13,44,"4032G",4032,"GiantEagle","AAA",0,"OH","AKRON-CANTON","7/17/2016","7/16/2016",1,19.99,19.99,0,"0",NA,1,20.99,20.99,1,12.99,12.99
"2397",77,46,14,48,"4032G",4032,"GiantEagle","AAA",0,"OH","AKRON-CANTON","7/24/2016","7/23/2016",5,99.95,19.99,3,"35.97",11.99,1,20.99,20.99,4,51.96,12.99
"2398",80,46,14,49,"4032G",4032,"GiantEagle","AAA",0,"OH","AKRON-CANTON","7/31/2016","7/30/2016",0,0,NA,3,"35.97",11.99,0,0,NA,1,12.99,12.99
"2399",83,47,14,50,"4032G",4032,"GiantEagle","AAA",0,"OH","AKRON-CANTON","8/7/2016","8/6/2016",1,19.99,19.99,3,"35.97",11.99,0,0,NA,1,12.99,12.99
"2400",84,47,15,51,"4032G",4032,"GiantEagle","AAA",0,"OH","AKRON-CANTON","8/14/2016","8/13/2016",0,0,NA,1,"11.99",11.99,1,20.99,20.99,1,12.99,12.99
"2401",87,50,15,53,"4032G",4032,"GiantEagle","AAA",0,"OH","AKRON-CANTON","8/21/2016","8/20/2016",3,59.97,19.99,3,"35.97",11.99,0,0,NA,2,25.98,12.99
"2402",88,50,15,54,"4032G",4032,"GiantEagle","AAA",0,"OH","AKRON-CANTON","8/28/2016","8/27/2016",0,0,NA,1,"11.99",11.99,0,0,NA,1,12.99,12.99
"2403",90,52,15,57,"4032G",4032,"GiantEagle","AAA",0,"OH","AKRON-CANTON","9/4/2016","9/3/2016",2,39.98,19.99,2,"23.98",11.99,0,0,NA,3,38.97,12.99
"2404",94,52,16,59,"4032G",4032,"GiantEagle","AAA",0,"OH","AKRON-CANTON","9/11/2016","9/10/2016",0,0,NA,4,"55.96",13.99,1,20.99,20.99,2,25.98,12.99
"2405",96,52,16,59,"4032G",4032,"GiantEagle","AAA",0,"OH","AKRON-CANTON","9/18/2016","9/17/2016",0,0,NA,2,"27.98",13.99,0,0,NA,0,0,NA
"2406",96,53,16,61,"4032G",4032,"GiantEagle","AAA",0,"OH","AKRON-CANTON","9/25/2016","9/24/2016",1,21.99,21.99,0,"",NA,0,0,NA,2,25.98,12.99
"2407",96,55,16,63,"4032G",4032,"GiantEagle","AAA",0,"OH","AKRON-CANTON","10/2/2016","10/1/2016",2,43.98,21.99,0,"",NA,0,0,NA,2,25.98,12.99
"2408",99,55,16,64,"4032G",4032,"GiantEagle","AAA",0,"OH","AKRON-CANTON","10/9/2016","10/8/2016",0,0,NA,3,"41.97",13.99,0,0,NA,1,12.99,12.99
"2409",101,55,16,66,"4032G",4032,"GiantEagle","AAA",0,"OH","AKRON-CANTON","10/16/2016","10/15/2016",0,0,NA,2,"27.98",13.99,0,0,NA,2,25.98,12.99
"2410",101,55,16,68,"4032G",4032,"GiantEagle","AAA",0,"OH","AKRON-CANTON","10/23/2016","10/22/2016",0,0,NA,0,"0",NA,0,0,NA,2,25.98,12.99
"2411",102,56,16,69,"4032G",4032,"GiantEagle","AAA",0,"OH","AKRON-CANTON","10/30/2016","10/29/2016",1,21.99,21.99,1,"13.99",13.99,0,0,NA,1,12.99,12.99
"2412",102,56,16,70,"4032G",4032,"GiantEagle","AAA",0,"OH","AKRON-CANTON","11/6/2016","11/5/2016",0,0,NA,0,"",NA,0,0,NA,1,12.99,12.99
"2413",102,56,16,72,"4032G",4032,"GiantEagle","AAA",0,"OH","AKRON-CANTON","11/13/2016","11/12/2016",0,0,NA,0,"0",NA,0,0,NA,2,25.98,12.99
"2414",103,58,16,73,"4032G",4032,"GiantEagle","AAA",0,"OH","AKRON-CANTON","11/20/2016","11/19/2016",2,43.98,21.99,1,"13.99",13.99,0,0,NA,1,12.99,12.99
"2415",106,59,16,74,"4032G",4032,"GiantEagle","AAA",0,"OH","AKRON-CANTON","11/27/2016","11/26/2016",1,21.99,21.99,3,"41.97",13.99,0,0,NA,1,12.99,12.99
"2416",106,59,16,76,"4032G",4032,"GiantEagle","AAA",0,"OH","AKRON-CANTON","12/4/2016","12/3/2016",0,0,NA,0,"0",NA,0,0,NA,2,25.98,12.99
"2417",107,59,16,79,"4032G",4032,"GiantEagle","AAA",0,"OH","AKRON-CANTON","12/11/2016","12/10/2016",0,0,NA,1,"13.99",13.99,0,0,NA,3,38.97,12.99
"2418",1,2,0,1,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","12/20/2015","12/19/2015",2,43.98,21.99,1,"12.99",12.99,0,0,NA,1,13.99,13.99
"2419",12,4,0,1,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","12/27/2015","12/26/2015",2,43.98,21.99,11,"142.89",12.99,0,0,NA,0,0,NA
"2420",27,5,0,3,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","1/3/2016","1/2/2016",1,21.99,21.99,15,"194.85",12.99,0,0,NA,2,27.98,13.99
"2421",28,5,1,3,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","1/10/2016","1/9/2016",0,0,NA,1,"12.99",12.99,1,20.99,20.99,0,0,NA
"2422",30,6,1,3,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","1/17/2016","1/16/2016",1,21.99,21.99,2,"25.98",12.99,0,0,NA,0,0,NA
"2423",31,7,1,3,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","1/24/2016","1/23/2016",1,21.99,21.99,1,"12.99",12.99,0,0,NA,0,0,NA
"2424",32,7,1,3,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","1/31/2016","1/30/2016",0,0,NA,1,"12.99",12.99,0,0,NA,0,0,NA
"2425",36,7,1,4,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","2/7/2016","2/6/2016",0,0,NA,4,"51.96",12.99,0,0,NA,1,12.99,12.99
"2426",40,8,1,5,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","2/14/2016","2/13/2016",1,26.99,26.99,4,"51.96",12.99,0,0,NA,1,12.99,12.99
"2427",42,8,1,5,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","2/21/2016","2/20/2016",0,0,NA,2,"25.98",12.99,0,0,NA,0,0,NA
"2428",46,9,1,5,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","2/28/2016","2/27/2016",1,26.99,26.99,4,"51.96",12.99,0,0,NA,0,0,NA
"2429",51,10,1,5,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","3/6/2016","3/5/2016",1,21.99,21.99,5,"64.95",12.99,0,0,NA,0,0,NA
"2430",56,17,1,5,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","3/13/2016","3/12/2016",7,153.93,21.99,5,"64.95",12.99,0,0,NA,0,0,NA
"2431",56,18,2,5,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","3/20/2016","3/19/2016",1,21.99,21.99,0,"0",NA,1,20.99,20.99,0,0,NA
"2432",59,20,2,6,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","3/27/2016","3/26/2016",2,43.98,21.99,3,"38.97",12.99,0,0,NA,1,12.99,12.99
"2433",61,21,2,7,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","4/3/2016","4/2/2016",1,21.99,21.99,2,"25.98",12.99,0,0,NA,1,12.99,12.99
"2434",62,21,2,7,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","4/10/2016","4/9/2016",0,0,NA,1,"19.99",19.99,0,0,NA,0,0,NA
"2435",65,21,2,7,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","4/17/2016","4/16/2016",0,0,NA,3,"35.97",11.99,0,0,NA,0,0,NA
"2436",68,21,2,7,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","4/24/2016","4/23/2016",0,0,NA,3,"35.97",11.99,0,0,NA,0,0,NA
"2437",72,22,2,9,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","5/1/2016","4/30/2016",1,19.99,19.99,4,"47.96",11.99,0,0,NA,2,25.98,12.99
"2438",73,25,2,10,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","5/8/2016","5/7/2016",3,59.97,19.99,1,"11.99",11.99,0,0,NA,1,12.99,12.99
"2439",77,26,2,11,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","5/15/2016","5/14/2016",1,19.99,19.99,4,"47.96",11.99,0,0,NA,1,12.99,12.99
"2440",79,28,2,11,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","5/22/2016","5/21/2016",2,39.98,19.99,2,"23.98",11.99,0,0,NA,0,0,NA
"2441",83,32,2,11,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","5/29/2016","5/28/2016",4,79.96,19.99,4,"47.96",11.99,0,0,NA,0,0,NA
"2442",90,33,2,11,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","6/5/2016","6/4/2016",1,19.99,19.99,7,"83.93",11.99,0,0,NA,0,0,NA
"2443",94,41,2,11,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","6/12/2016","6/11/2016",8,159.92,19.99,4,"47.96",11.99,0,0,NA,0,0,NA
"2444",96,42,2,11,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","6/19/2016","6/18/2016",1,19.99,19.99,2,"23.98",11.99,0,0,NA,0,0,NA
"2445",97,44,2,11,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","6/26/2016","6/25/2016",2,39.98,19.99,1,"11.99",11.99,0,0,NA,0,0,NA
"2446",105,48,2,11,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","7/3/2016","7/2/2016",4,79.96,19.99,8,"95.92",11.99,0,0,NA,0,0,NA
"2447",113,52,2,11,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","7/10/2016","7/9/2016",4,79.96,19.99,8,"95.92",11.99,0,0,NA,0,0,NA
"2448",117,54,2,11,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","7/17/2016","7/16/2016",2,39.98,19.99,4,"47.96",11.99,0,0,NA,0,0,NA
"2449",121,59,2,11,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","7/24/2016","7/23/2016",5,99.95,19.99,4,"47.96",11.99,0,0,NA,0,0,NA
"2450",124,65,3,11,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","7/31/2016","7/30/2016",6,119.94,19.99,3,"35.97",11.99,1,20.99,20.99,0,0,NA
"2451",132,68,3,11,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","8/7/2016","8/6/2016",3,59.97,19.99,8,"95.92",11.99,0,0,NA,0,0,NA
"2452",135,71,3,11,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","8/14/2016","8/13/2016",3,59.97,19.99,3,"35.97",11.99,0,0,NA,0,0,NA
"2453",139,73,3,11,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","8/21/2016","8/20/2016",2,39.98,19.99,4,"47.96",11.99,0,0,NA,0,0,NA
"2454",144,75,3,11,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","8/28/2016","8/27/2016",2,39.98,19.99,5,"59.95",11.99,0,0,NA,0,0,NA
"2455",145,76,3,11,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","9/4/2016","9/3/2016",1,19.99,19.99,1,"11.99",11.99,0,0,NA,0,0,NA
"2456",147,78,3,11,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","9/11/2016","9/10/2016",2,43.98,21.99,2,"25.98",12.99,0,0,NA,0,0,NA
"2457",151,79,3,11,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","9/18/2016","9/17/2016",1,21.99,21.99,4,"55.96",13.99,0,0,NA,0,0,NA
"2458",154,80,3,11,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","9/25/2016","9/24/2016",1,21.99,21.99,3,"41.97",13.99,0,0,NA,0,0,NA
"2459",157,80,3,11,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","10/2/2016","10/1/2016",0,0,NA,3,"41.97",13.99,0,0,NA,0,0,NA
"2460",159,81,3,12,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","10/9/2016","10/8/2016",1,21.99,21.99,2,"27.98",13.99,0,0,NA,1,12.99,12.99
"2461",160,82,3,12,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","10/16/2016","10/15/2016",1,21.99,21.99,1,"13.99",13.99,0,0,NA,0,0,NA
"2462",165,82,3,12,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","10/23/2016","10/22/2016",0,0,NA,5,"69.95",13.99,0,0,NA,0,0,NA
"2463",165,83,3,12,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","10/30/2016","10/29/2016",1,21.99,21.99,0,"0",NA,0,0,NA,0,0,NA
"2464",168,85,3,13,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","11/6/2016","11/5/2016",2,43.98,21.99,3,"41.97",13.99,0,0,NA,1,12.99,12.99
"2465",170,86,3,13,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","11/13/2016","11/12/2016",1,21.99,21.99,2,"27.98",13.99,0,0,NA,0,0,NA
"2466",172,86,3,13,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","11/20/2016","11/19/2016",0,0,NA,2,"27.98",13.99,0,0,NA,0,0,NA
"2467",175,88,3,13,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","11/27/2016","11/26/2016",2,43.98,21.99,3,"41.97",13.99,0,0,NA,0,0,NA
"2468",175,89,3,13,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","12/4/2016","12/3/2016",1,21.99,21.99,0,"0",NA,0,0,NA,0,0,NA
"2469",176,91,3,13,"4034G",4034,"GiantEagle","C",580,"OH","AKRON-CANTON","12/11/2016","12/10/2016",2,43.98,21.99,1,"13.99",13.99,0,0,NA,0,0,NA
"2470",1,0,0,0,"4036G",4036,"GiantEagle","AAA",0,"OH","AKRON-CANTON","12/20/2015","12/19/2015",0,0,NA,1,"12.99",12.99,0,0,NA,0,0,NA
"2471",3,1,0,2,"4036G",4036,"GiantEagle","AAA",0,"OH","AKRON-CANTON","12/27/2015","12/26/2015",1,21.99,21.99,2,"25.98",12.99,0,0,NA,2,27.98,13.99
"2472",5,3,0,2,"4036G",4036,"GiantEagle","AAA",0,"OH","AKRON-CANTON","1/3/2016","1/2/2016",2,43.98,21.99,2,"25.98",12.99,0,0,NA,0,0,NA
"2473",7,4,0,2,"4036G",4036,"GiantEagle","AAA",0,"OH","AKRON-CANTON","1/10/2016","1/9/2016",1,21.99,21.99,2,"25.98",12.99,0,0,NA,0,0,NA
"2474",8,4,0,2,"4036G",4036,"GiantEagle","AAA",0,"OH","AKRON-CANTON","1/17/2016","1/16/2016",0,0,NA,1,"12.99",12.99,0,0,NA,0,0,NA
"2475",8,4,0,3,"4036G",4036,"GiantEagle","AAA",0,"OH","AKRON-CANTON","1/24/2016","1/23/2016",0,0,NA,0,"0",NA,0,0,NA,1,12.99,12.99
"2476",8,4,0,3,"4036G",4036,"GiantEagle","AAA",0,"OH","AKRON-CANTON","1/31/2016","1/30/2016",0,0,NA,0,"0",NA,0,0,NA,0,0,NA
"2477",9,4,1,4,"4036G",4036,"GiantEagle","AAA",0,"OH","AKRON-CANTON","2/7/2016","2/6/2016",0,0,NA,1,"12.99",12.99,1,20.99,20.99,1,12.99,12.99
"2478",9,4,1,5,"4036G",4036,"GiantEagle","AAA",0,"OH","AKRON-CANTON","2/14/2016","2/13/2016",0,0,NA,0,"",NA,0,0,NA,1,12.99,12.99
"2479",10,4,1,5,"4036G",4036,"GiantEagle","AAA",0,"OH","AKRON-CANTON","2/21/2016","2/20/2016",0,0,NA,1,"12.99",12.99,0,0,NA,0,0,NA
"2480",11,7,1,5,"4036G",4036,"GiantEagle","AAA",0,"OH","AKRON-CANTON","2/28/2016","2/27/2016",3,80.97,26.99,1,"12.99",12.99,0,0,NA,0,0,NA
"2481",11,8,1,6,"4036G",4036,"GiantEagle","AAA",0,"OH","AKRON-CANTON","3/6/2016","3/5/2016",1,21.99,21.99,0,"0",NA,0,0,NA,1,12.99,12.99
"2482",11,9,1,6,"4036G",4036,"GiantEagle","AAA",0,"OH","AKRON-CANTON","3/13/2016","3/12/2016",1,21.99,21.99,0,"0",NA,0,0,NA,0,0,NA
"2483",11,9,3,6,"4036G",4036,"GiantEagle","AAA",0,"OH","AKRON-CANTON","3/20/2016","3/19/2016",0,0,NA,0,"",NA,2,41.98,20.99,0,0,NA
"2484",11,9,3,6,"4036G",4036,"GiantEagle","AAA",0,"OH","AKRON-CANTON","3/27/2016","3/26/2016",0,0,NA,0,"0",NA,0,0,NA,0,0,NA
"2485",12,9,4,7,"4036G",4036,"GiantEagle","AAA",0,"OH","AKRON-CANTON","4/3/2016","4/2/2016",0,0,NA,1,"12.99",12.99,1,20.99,20.99,1,12.99,12.99
"2486",12,9,4,8,"4036G",4036,"GiantEagle","AAA",0,"OH","AKRON-CANTON","4/10/2016","4/9/2016",0,0,NA,0,"0",NA,0,0,NA,1,12.99,12.99
"2487",12,9,5,8,"4036G",4036,"GiantEagle","AAA",0,"OH","AKRON-CANTON","4/17/2016","4/16/2016",0,0,NA,0,"",NA,1,20.99,20.99,0,0,NA
"2488",14,11,5,8,"4036G",4036,"GiantEagle","AAA",0,"OH","AKRON-CANTON","4/24/2016","4/23/2016",2,39.98,19.99,2,"23.98",11.99,0,0,NA,0,0,NA
"2489",14,11,5,8,"4036G",4036,"GiantEagle","AAA",0,"OH","AKRON-CANTON","5/1/2016","4/30/2016",0,0,NA,0,"0",NA,0,0,NA,0,0,NA
"2490",14,11,5,9,"4036G",4036,"GiantEagle","AAA",0,"OH","AKRON-CANTON","5/8/2016","5/7/2016",0,0,NA,0,"",NA,0,0,NA,1,12.99,12.99
"2491",15,11,5,10,"4036G",4036,"GiantEagle","AAA",0,"OH","AKRON-CANTON","5/15/2016","5/14/2016",0,0,NA,1,"11.99",11.99,0,0,NA,1,12.99,12.99
"2492",15,11,5,10,"4036G",4036,"GiantEagle","AAA",0,"OH","AKRON-CANTON","5/22/2016","5/21/2016",0,0,NA,0,"",NA,0,0,NA,0,0,NA
"2493",16,13,5,12,"4036G",4036,"GiantEagle","AAA",0,"OH","AKRON-CANTON","5/29/2016","5/28/2016",2,39.98,19.99,1,"11.99",11.99,0,0,NA,2,25.98,12.99
"2494",18,15,5,12,"4036G",4036,"GiantEagle","AAA",0,"OH","AKRON-CANTON","6/5/2016","6/4/2016",2,39.98,19.99,2,"23.98",11.99,0,0,NA,0,0,NA
"2495",19,15,5,12,"4036G",4036,"GiantEagle","AAA",0,"OH","AKRON-CANTON","6/12/2016","6/11/2016",0,0,NA,1,"11.99",11.99,0,0,NA,0,0,NA
"2496",22,15,5,15,"4036G",4036,"GiantEagle","AAA",0,"OH","AKRON-CANTON","6/19/2016","6/18/2016",0,0,NA,3,"35.97",11.99,0,0,NA,3,38.97,12.99
"2497",23,15,6,15,"4036G",4036,"GiantEagle","AAA",0,"OH","AKRON-CANTON","6/26/2016","6/25/2016",0,0,NA,1,"11.99",11.99,1,20.99,20.99,0,0,NA
"2498",26,17,6,15,"4036G",4036,"GiantEagle","AAA",0,"OH","AKRON-CANTON","7/3/2016","7/2/2016",2,39.98,19.99,3,"35.97",11.99,0,0,NA,0,0,NA
"2499",26,18,7,16,"4036G",4036,"GiantEagle","AAA",0,"OH","AKRON-CANTON","7/10/2016","7/9/2016",1,19.99,19.99,0,"0",NA,1,20.99,20.99,1,12.99,12.99
"2500",28,18,7,16,"4036G",4036,"GiantEagle","AAA",0,"OH","AKRON-CANTON","7/17/2016","7/16/2016",0,0,NA,2,"23.98",11.99,0,0,NA,0,0,NA
"2501",29,21,7,16,"4036G",4036,"GiantEagle","AAA",0,"OH","AKRON-CANTON","7/24/2016","7/23/2016",3,59.97,19.99,1,"11.99",11.99,0,0,NA,0,0,NA
"2502",30,22,7,16,"4036G",4036,"GiantEagle","AAA",0,"OH","AKRON-CANTON","7/31/2016","7/30/2016",1,19.99,19.99,1,"11.99",11.99,0,0,NA,0,0,NA
"2503",30,24,7,16,"4036G",4036,"GiantEagle","AAA",0,"OH","AKRON-CANTON","8/7/2016","8/6/2016",2,39.98,19.99,0,"0",NA,0,0,NA,0,0,NA
"2504",32,25,7,16,"4036G",4036,"GiantEagle","AAA",0,"OH","AKRON-CANTON","8/14/2016","8/13/2016",1,19.99,19.99,2,"23.98",11.99,0,0,NA,0,0,NA
"2505",32,28,8,16,"4036G",4036,"GiantEagle","AAA",0,"OH","AKRON-CANTON","8/21/2016","8/20/2016",3,59.97,19.99,0,"",NA,1,20.99,20.99,0,0,NA
"2506",32,28,9,16,"4036G",4036,"GiantEagle","AAA",0,"OH","AKRON-CANTON","8/28/2016","8/27/2016",0,0,NA,0,"0",NA,1,20.99,20.99,0,0,NA
"2507",32,28,9,16,"4036G",4036,"GiantEagle","AAA",0,"OH","AKRON-CANTON","9/4/2016","9/3/2016",0,0,NA,0,"0",NA,0,0,NA,0,0,NA
"2508",32,28,10,16,"4036G",4036,"GiantEagle","AAA",0,"OH","AKRON-CANTON","9/11/2016","9/10/2016",0,0,NA,0,"",NA,1,20.99,20.99,0,0,NA
"2509",32,28,10,16,"4036G",4036,"GiantEagle","AAA",0,"OH","AKRON-CANTON","9/25/2016","9/24/2016",0,0,NA,0,"",NA,0,0,NA,0,0,NA
"2510",32,28,10,16,"4036G",4036,"GiantEagle","AAA",0,"OH","AKRON-CANTON","10/9/2016","10/8/2016",0,0,NA,0,"0",NA,0,0,NA,0,0,NA
"2511",32,28,10,16,"4036G",4036,"GiantEagle","AAA",0,"OH","AKRON-CANTON","10/23/2016","10/22/2016",0,0,NA,0,"0",NA,0,0,NA,0,0,NA
"2512",32,28,10,17,"4036G",4036,"GiantEagle","AAA",0,"OH","AKRON-CANTON","11/6/2016","11/5/2016",0,0,NA,0,"",NA,0,0,NA,1,12.99,12.99
"2513",32,28,10,17,"4036G",4036,"GiantEagle","AAA",0,"OH","AKRON-CANTON","11/13/2016","11/12/2016",0,0,NA,0,"",NA,0,0,NA,0,0,NA
"2514",32,28,10,17,"4036G",4036,"GiantEagle","AAA",0,"OH","AKRON-CANTON","11/27/2016","11/26/2016",0,0,NA,0,"0",NA,0,0,NA,0,0,NA
"2515",32,28,10,17,"4036G",4036,"GiantEagle","AAA",0,"OH","AKRON-CANTON","12/4/2016","12/3/2016",0,0,NA,0,"0",NA,0,0,NA,0,0,NA
"2516",32,28,10,17,"4036G",4036,"GiantEagle","AAA",0,"OH","AKRON-CANTON","12/11/2016","12/10/2016",0,0,NA,0,"0",NA,0,0,NA,0,0,NA
"2517",1,4,0,0,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","12/20/2015","12/19/2015",4,87.96,21.99,1,"12.99",12.99,0,0,NA,0,0,NA
"2518",7,6,0,0,"4051G",4051,"GiantEagle","A",532,"OH","YOUNGSTOWN","12/27/2015","12/26/2015",2,43.98,21.99,6,"77.94",12.99,0,0,NA,0,0,NA
