make,model,year,drive,transmission,vclass,fe_score,cylinders,displ,mpg_city,mpg_hwy,mpg_combined,bbl_annual,co2,fuel_cost,fuel_save
Volvo,V60 AWD,2015,All-Wheel Drive,Automatic (S6),Small Station Wagons,5,5,2.5,20.2543,28.538,23.2974,14.327048,375,1650,-250
Volvo,V60 AWD,2015,All-Wheel Drive,Automatic (S6),Small Station Wagons,5,6,3,18.9,27.5,21.9953,14.964294,396,1750,-750
Volvo,V60 FWD,2015,Front-Wheel Drive,Automatic (S8),Small Station Wagons,7,4,2,24.9236,36.6969,29.1287,11.360558,306,1300,1500
Volvo,V60 PoleStar AWD,2015,All-Wheel Drive,Automatic (S6),Small Station Wagons,5,6,3,18.3,27.1,21.4317,15.689436,408,1800,-1000
Volvo,XC60 AWD,2015,All-Wheel Drive,Automatic (S6),Small Sport Utility Vehicle 4WD,5,5,2.5,18.1,25.1,20.6975,15.689436,420,1800,-1000
Volvo,XC60 AWD,2015,All-Wheel Drive,Automatic (S6),Small Sport Utility Vehicle 4WD,5,6,3,17.2799,23.6195,19.6537,16.4805,434,1900,-1500
Volvo,XC60 AWD,2015,All-Wheel Drive,Automatic (S6),Small Sport Utility Vehicle 4WD,5,6,3.2,17.8507,24.8,20.4264,16.4805,429,1900,-1500
Volvo,XC60 FWD,2015,Front-Wheel Drive,Automatic (S8),Small Sport Utility Vehicle 2WD,7,4,2,24.046,31.133,26.7903,12.19557,333,1400,1000
Volvo,XC60 FWD,2015,Front-Wheel Drive,Automatic (S8),Small Sport Utility Vehicle 2WD,6,4,2,21.9075,30.417,25.0627,13.1844,356,1750,-750
Volvo,XC70 AWD,2015,All-Wheel Drive,Automatic (S6),Small Sport Utility Vehicle 4WD,5,6,3,17.2799,23.6195,19.6537,16.4805,434,1900,-1500
Volvo,XC70 AWD,2015,All-Wheel Drive,Automatic (S6),Small Sport Utility Vehicle 4WD,5,6,3.2,18,25.103,20.6263,15.689436,420,1800,-1000
Volvo,XC70 FWD,2015,Front-Wheel Drive,Automatic (S8),Small Sport Utility Vehicle 2WD,7,4,2,24.046,31.133,26.7903,12.19557,333,1400,1000
